# airline	from	to	codeshare	stops	equipment
# Date: 2012-10-14
QZ	JOG	SIN		0	320
QZ	KUL	BDO		0	320
QZ	KUL	CGK		0	320
QZ	KUL	DPS		0	320
QZ	KUL	MES		0	320
QZ	KUL	SUB		0	320
QZ	MES	BDO		0	320
QZ	MES	DMK		0	320
QZ	MES	KUL		0	320
QZ	MES	PEN		0	320
QZ	MES	SUB		0	320
QZ	PEN	CGK		0	320
QZ	PEN	MES		0	320
QZ	PEN	SUB		0	320
QZ	PER	DPS		0	320
QZ	PKU	BDO		0	320
QZ	SGN	CGK		0	320
QZ	SIN	BDO		0	320
QZ	SIN	CGK		0	320
QZ	SIN	DPS		0	320
QZ	SIN	JOG		0	320
QZ	SRG	CGK		0	320
QZ	SUB	BDO		0	320
QZ	SUB	DMK		0	320
QZ	SUB	DPS		0	320
QZ	SUB	JHB		0	320
QZ	SUB	KUL		0	320
QZ	SUB	MES		0	320
QZ	SUB	PEN		0	320
R2	DME	OSW	*	0	CR2
R2	DME	REN		0	738
R2	DYU	REN		0	738
R2	IKT	SVO		0	738
R2	KHV	SVO		0	772
R2	KRR	SVO		0	738
R2	LBD	REN		0	738
R2	LED	REN		0	738
R2	OSW	DME	*	0	CR2
R2	REN	DME		0	738
R2	REN	DYU		0	738
R2	REN	LBD		0	738
R2	REN	LED		0	738
R2	SVO	IKT		0	738
R2	SVO	KHV		0	772
R2	SVO	KRR		0	738
R3	BQS	VKO		0	752
R3	BQS	YKS		0	A40
R3	BTK	ULK		0	AN4
R3	BTK	VKO		0	738
R3	CKH	YKS		0	AN4
R3	CYX	YKS		0	AN4
R3	DME	UUD	*	0	319
R3	DYU	IKT		0	737
R3	DYU	KRR		0	738
R3	FEG	KRR		0	738
R3	GDX	KHV		0	A40
R3	GDX	OVB		0	738
R3	GDX	PKC		0	AN4
R3	GDX	VKO		0	752
R3	GDX	YKS		0	AN4
R3	HRB	YKS		0	737
R3	IKS	YKS		0	AN4
R3	IKT	DYU		0	737
R3	IKT	EVN		0	737
R3	IKT	YKS		0	737
R3	KHV	GDX		0	A40
R3	KHV	YKS		0	A40 AN4
R3	KRR	DYU		0	738
R3	KRR	FEG		0	738
R3	KRR	NMA	*	0	320
R3	KRR	NUX		0	738
R3	KRR	OVB		0	738
R3	KRR	PRG		0	738
R3	KRR	RMI		0	738
R3	KRR	UFA		0	TU5
R3	KRR	VKO		0	737
R3	LED	OVB		0	737
R3	LED	YKS		0	737
R3	MCX	VKO		0	752
R3	NER	OVB		0	737
R3	NER	YKS		0	AN4
R3	NJC	KRR		0	TU5
R3	NMA	KRR	*	0	320
R3	NUX	KRR		0	738
R3	NUX	UFA		0	TU5
R3	OVB	GDX		0	738
R3	OVB	KRR		0	738
R3	OVB	NER		0	737
R3	OVB	YKS		0	737
R3	PKC	GDX		0	AN4
R3	PRG	KRR		0	738
R3	PWE	VKO		0	752
R3	RMI	KRR		0	738
R3	RMI	ROV		0	738
R3	ROV	RMI		0	738
R3	TAS	KRR		0	738
R3	UFA	KRR		0	TU5
R3	UFA	NUX		0	TU5
R3	ULK	BTK		0	AN4
R3	UUD	DME	*	0	319
R3	UUD	YKS		0	A40
R3	VKO	BQS		0	752
R3	VKO	BTK		0	737 738
R3	VKO	GDX		0	752
R3	VKO	KRR		0	737
R3	VKO	MCX		0	752
R3	VKO	PWE		0	752
R3	VKO	YKS		0	752
R3	YKS	BQS		0	A40
R3	YKS	CKH		0	AN4
R3	YKS	CYX		0	AN4
R3	YKS	GDX		0	AN4
R3	YKS	HRB		0	737
R3	YKS	IKS		0	AN4
R3	YKS	IKT		0	737
R3	YKS	KHV		0	A40 AN4
R3	YKS	LED		0	737
R3	YKS	NER		0	AN4
R3	YKS	OVB		0	737
R3	YKS	UUD		0	A40
R3	YKS	VKO		0	752
R3	YKS	VVO		0	737
R7	AUA	CCS		0	M80
R7	BLA	CCS		0	M80
R7	BLA	PZO		0	DC9
R7	BLA	VLN		0	DC9
R7	BRM	CCS		0	DC9 M80
R7	CCS	AUA		0	M80
R7	CCS	BLA		0	M80
R7	CCS	BRM		0	M80 DC9
R7	CCS	LSP		0	DC9
R7	CCS	MAR		0	DC9 M80
R7	CCS	MUN		0	DC9
R7	CCS	PMV		0	DC9
R7	CCS	PZO		0	M80 DC9
R7	CCS	STD		0	M80
R7	LSP	CCS		0	DC9
R7	MAR	CCS		0	M80 DC9
R7	MAR	VLN		0	DC9
R7	MUN	CCS		0	DC9
R7	PMV	CCS		0	DC9
R7	PMV	PZO		0	DC9
R7	PZO	BLA		0	DC9
R7	PZO	CCS		0	DC9 M80
R7	PZO	PMV		0	DC9
R7	STD	CCS		0	M80
R7	VLN	BLA		0	DC9
R7	VLN	MAR		0	DC9
RA	BIR	TMI		0	DHT
RA	BKK	KTM		0	757
RA	DOH	KTM		0	757
RA	HKG	KTM		0	757
RA	KTM	BKK		0	757
RA	KTM	DOH		0	757
RA	KTM	HKG		0	757
RA	KTM	KUL		0	757
RA	KTM	LDN		0	DHT
RA	KTM	PKR		0	DHT
RA	KTM	PPL		0	DHT
RA	KTM	RUM		0	DHT
RA	KTM	TMI		0	DHT
RA	KUL	KTM		0	757
RA	LDN	KTM		0	DHT
RA	PKR	KTM		0	DHT
RA	PPL	KTM		0	DHT
RA	RUM	KTM		0	DHT
RA	TMI	BIR		0	DHT
RA	TMI	KTM		0	DHT
RB	ALP	CAI	*	0	735
RB	CAI	DAM	*	0	738
RB	DAM	CAI	*	0	738
RC	BGO	FAE		0	AR1 AR8
RC	BGO	SVG		0	AR8
RC	BLL	FAE		0	AR8
RC	CPH	FAE		0	319
RC	CPH	NAP		0	AR1
RC	FAE	BGO		0	AR8
RC	FAE	BLL		0	AR8
RC	FAE	CPH		0	319
RC	FAE	RKV		0	AR8
RC	NAP	CPH		0	AR1
RC	RKV	FAE		0	AR8
RC	SVG	BGO		0	AR1
RG	AUH	FJR		0	ERJ
RG	FJR	AUH		0	ERJ
RI	BKK	CGK		0	320
RI	CGK	BKK		0	320
RI	CGK	KUL		0	320
RI	CGK	MES		0	320
RI	KUL	CGK		0	320
RI	MES	CGK		0	320
RI	MES	SIN		0	320
RI	SIN	MES		0	320
RJ	ADE	AMM		0	320
RJ	AMM	ADE		0	320
RJ	AMM	AMS		0	319 320
RJ	AMM	AQJ		0	E75 E95 319
RJ	AMM	ATH		0	E75 E95
RJ	AMM	AUH		0	319 310
RJ	AMM	BAH	*	0	320 319
RJ	AMM	BCN		0	319 320
RJ	AMM	BEN		0	E95 319
RJ	AMM	BEY		0	E95 319 E75 321 320
RJ	AMM	BEY	*	0	733
RJ	AMM	BGW		0	321 320 310 E95
RJ	AMM	BKK		0	330
RJ	AMM	BOM		0	319
RJ	AMM	BSR		0	320 E95
RJ	AMM	CAI		0	E95 E75 320 319 310
RJ	AMM	CDG		0	320 319 321
RJ	AMM	CMB		0	310
RJ	AMM	DAM		0	E95 319 320
RJ	AMM	DEL		0	319
RJ	AMM	DME		0	321 320 319
RJ	AMM	DMM		0	E75 E95 321
RJ	AMM	DOH		0	E95
RJ	AMM	DXB		0	320 321
RJ	AMM	EBL		0	E75 E95
RJ	AMM	FCO		0	321 319 320
RJ	AMM	FRA		0	321 319 320
RJ	AMM	GVA		0	319
RJ	AMM	HBE		0	E95 319
RJ	AMM	IST		0	321 319 E95
RJ	AMM	ISU		0	E95
RJ	AMM	JED		0	330 340 310 319 321 320
RJ	AMM	JFK		0	340
RJ	AMM	KBP		0	E95 E75
RJ	AMM	KRT		0	320
RJ	AMM	KWI		0	E95 E75 319 320 340
RJ	AMM	LCA		0	E75 321 E95
RJ	AMM	LHR		0	330
RJ	AMM	MAD		0	321 319 320
RJ	AMM	MCT		0	E75 319 E95
RJ	AMM	MED		0	340 321
RJ	AMM	MRA		0	320
RJ	AMM	MUC		0	319
RJ	AMM	MUC		1	320
RJ	AMM	MXP		0	321 320
RJ	AMM	ORD		0	340
RJ	AMM	OTP	*	0	733
RJ	AMM	RUH		0	319 340 320 E95 321
RJ	AMM	SAH		0	320
RJ	AMM	SSH		0	E95 E75 319
RJ	AMM	TIP		0	320 321
RJ	AMM	TLV		0	319 E95 E75 321
RJ	AMM	TUN		0	320 E95
RJ	AMM	TXL		0	321 320 319
RJ	AMM	VIE		0	319 320 321
RJ	AMM	YUL		0	330
RJ	AMM	ZRH		0	320
RJ	AMS	AMM		0	319 320
RJ	AQJ	AMM		0	E75 E95 319
RJ	ATH	AMM		0	E75 E95
RJ	AUH	AMM		0	319 310
RJ	BAH	AMM	*	0	320 E70
RJ	BCN	AMM		0	319 320
RJ	BEN	AMM		0	E95 319
RJ	BEY	AMM		0	E95 319 E75 321 320
RJ	BEY	AMM	*	0	733
RJ	BGW	AMM		0	321 320 310 E95
RJ	BKK	AMM		0	330
RJ	BKK	HKG		0	330
RJ	BKK	KUL		0	330
RJ	BOM	AMM		0	319
RJ	BSR	AMM		0	320 E95
RJ	CAI	AMM		0	E95 E75 320 319 310
RJ	CDG	AMM		0	320 319 321
RJ	CMB	AMM		0	310
RJ	CPH	VIE	*	0	E90
RJ	DAM	AMM		0	E95 319 320
RJ	DEL	AMM		0	319
RJ	DME	AMM		0	321 320 319
RJ	DMM	AMM		0	E75 E95 321
RJ	DOH	AMM		0	E95
RJ	DTW	YUL		0	330
RJ	DXB	AMM		0	321 320
RJ	EBL	AMM		0	E75 E95
RJ	FCO	AMM		0	321 319 320
RJ	FRA	AMM		0	321 319 320
RJ	FRA	MUC		0	320
RJ	GVA	AMM		0	320
RJ	GVA	ZRH		0	319
RJ	HBE	AMM		0	E95 319
RJ	HKG	BKK		0	330
RJ	IST	AMM		0	321 319 E95
RJ	ISU	AMM		0	E95
RJ	JED	AMM		0	321 330 340 310 319 320
RJ	JFK	AMM		0	340
RJ	KBP	AMM		0	E95 E75
RJ	KRT	AMM		0	320
RJ	KUL	BKK		0	330
RJ	KWI	AMM		0	E95 E75 319 320 340
RJ	LCA	AMM		0	E75 321 E95
RJ	LHR	AMM		0	330
RJ	MAD	AMM		0	321 319 320
RJ	MCT	AMM		0	E75 319
RJ	MED	AMM		0	340 321
RJ	MRA	AMM		0	320
RJ	MUC	AMM		0	320 319
RJ	MUC	VIE	*	0	E90
RJ	MXP	AMM		0	321 320
RJ	ORD	AMM		0	340
RJ	ORD	TPA	*	0	738
RJ	OTP	AMM	*	0	733
RJ	RUH	AMM		0	319 340 320 E95 321
RJ	SAH	AMM		0	320
RJ	SEA	ORD	*	0	738
RJ	SSH	AMM		0	E95 E75 319
RJ	TIP	AMM		0	320 321
RJ	TLV	AMM		0	319 E95 E75 321
RJ	TUN	AMM		0	320 E95
RJ	TXL	AMM		0	321 320
RJ	VIE	AMM		0	319 320 321
RJ	VIE	CPH	*	0	E90
RJ	VIE	MUC	*	0	E90
RJ	YUL	AMM		0	330
RJ	YUL	DTW		0	330
RJ	ZRH	AMM		0	319
RJ	ZRH	GVA		0	320
RL	AMM	AUH		0	734
RL	AMM	CAI		0	734
RL	AMM	JED		0	734 320
RL	AMM	OSM		0	734
RL	AUH	AMM		0	734
RL	CAI	AMM		0	734
RL	JED	AMM		0	734 320
RL	OSM	AMM		0	734
RO	AMM	OTP		0	733
RO	AMS	OTP		0	733
RO	ATH	OTP		0	733 73W AT7
RO	ATH	OTP	*	0	320
RO	BAY	OTP		0	AT5
RO	BCN	OTP		0	73W
RO	BEG	OTP		0	AT5
RO	BEY	OTP		0	733
RO	BRU	OTP		0	73G
RO	BUD	OTP		0	AT5 73W
RO	CAI	OTP		0	73W
RO	CDG	OTP		0	73W 318
RO	CDG	OTP	*	0	320
RO	CLJ	OTP		0	318 AT7 AT5 73W
RO	CLJ	VIE		0	AT5
RO	DXB	OTP		0	73W
RO	FCO	OTP		0	733
RO	FCO	OTP	*	0	32S
RO	FRA	OTP		0	318 733
RO	IAS	OTP		0	318 AT5 AT7
RO	IAS	VIE	*	0	DH4
RO	IST	OTP		0	318
RO	KIV	OTP		0	AT5 AT7
RO	KIV	OTP	*	0	EM2
RO	LCA	OTP		0	733
RO	LHR	OTP		0	318
RO	LIN	OTP	*	0	32S
RO	LYS	OTP		0	318 73W
RO	MAD	OTP		0	733
RO	MUC	OTP		0	733
RO	MUC	SBZ		0	73W
RO	OMR	OTP		0	AT5
RO	OTP	AMM		0	733
RO	OTP	AMS		0	733
RO	OTP	ATH		0	733 73W AT7
RO	OTP	ATH	*	0	320
RO	OTP	BAY		0	AT5
RO	OTP	BCN		0	73W
RO	OTP	BEG		0	AT5
RO	OTP	BEY		0	733
RO	OTP	BRU		0	73W 73G 318
RO	OTP	BUD		0	AT5 73W
RO	OTP	CAI		0	733
RO	OTP	CDG		0	73W 318
RO	OTP	CDG	*	0	320
RO	OTP	CLJ		0	AT5 AT7 73W 318
RO	OTP	DXB		0	73W
RO	OTP	FCO		0	733
RO	OTP	FCO	*	0	32S
RO	OTP	FRA		0	318 733
RO	OTP	IAS		0	AT5 AT7 318
RO	OTP	IST		0	318
RO	OTP	KIV		0	AT7 AT5
RO	OTP	KIV	*	0	EM2 320
RO	OTP	LCA		0	733
RO	OTP	LHR		0	318
RO	OTP	LIN	*	0	32S
RO	OTP	LYS		0	318 73W 733
RO	OTP	MAD		0	733
RO	OTP	MUC		0	73W 733
RO	OTP	OMR		0	AT5
RO	OTP	SBZ		0	AT5
RO	OTP	SCV		0	AT5
RO	OTP	SKG		0	AT5
RO	OTP	SOF		0	AT5
RO	OTP	SUJ		0	AT5
RO	OTP	SVO	*	0	319
RO	OTP	TGM		0	AT5
RO	OTP	TLV		0	310 733
RO	OTP	TSR		0	73H AT5 733 318 AT7
RO	OTP	VIE		0	318 73W 733
RO	OTP	WAW	*	0	E70
RO	SBZ	MUC		0	73W
RO	SBZ	OTP		0	AT5 73W
RO	SBZ	VIE	*	0	DH4
RO	SCV	OTP		0	AT5
RO	SKG	OTP		0	AT5
RO	SOF	OTP		0	AT5
RO	SUJ	OTP		0	AT5
RO	SVO	OTP	*	0	319
RO	TGM	OTP		0	AT5
RO	TLV	OTP		0	310 733
RO	TSR	OTP		0	318 73H AT5 733 AT7
RO	TSR	VIE	*	0	DH4
RO	VIE	CLJ		0	AT5
RO	VIE	IAS	*	0	DH4
RO	VIE	OTP		0	318 73W
RO	VIE	SBZ	*	0	DH4
RO	VIE	TSR	*	0	DH4
RO	WAW	OTP	*	0	E70
RQ	ALA	DYU		0	M82
RQ	BST	KBL		0	320
RQ	DEL	KBL		0	M82
RQ	DEL	KDH		0	M82
RQ	DXB	KBL		0	320 M82
RQ	DXB	KDH		0	320
RQ	DYU	KBL		0	M82
RQ	HEA	KBL		0	M82
RQ	IKA	KDH		0	M82
RQ	KBL	BST		0	737
RQ	KBL	DEL		0	M82 M83
RQ	KBL	DME		0	320
RQ	KBL	DXB		0	320 M82
RQ	KBL	DYU		0	M82
RQ	KBL	HEA		0	M82
RQ	KBL	KDH		0	737 320 M82 M83
RQ	KBL	MZR		0	737
RQ	KDH	DEL		0	M82
RQ	KDH	DXB		0	320
RQ	KDH	IKA		0	M82
RQ	KDH	KBL		0	737 320 M82 M83
RQ	KDH	MHD		0	M83
RQ	MHD	KDH		0	M83
RQ	MZR	KBL		0	737
RT	AUH	RKT		0	320
RT	CAI	RKT		0	320
RT	CCJ	RKT		0	320
RT	DAC	RKT		0	320
RT	DOH	RKT		0	320
RT	JED	RKT		0	320
RT	KTM	RKT		0	320
RT	LHE	RKT		0	320
RT	PEW	RKT		0	320
RT	RKT	AUH		0	320
RT	RKT	CAI		0	320
RT	RKT	CCJ		0	320
RT	RKT	DAC		0	320
RT	RKT	DOH		0	320
RT	RKT	JED		0	320
RT	RKT	KTM		0	320
RT	RKT	PEW		0	320
RX	CGP	DAC		0	DH8
RX	CXB	DAC		0	DH8
RX	DAC	CGP		0	DH8
RX	DAC	CXB		0	DH8
RX	DAC	JSR		0	DH8
RX	DAC	ZYL		0	DH8
RX	JSR	DAC		0	DH8
RX	ZYL	DAC		0	DH8
RY	BDO	SRG		0	F50
RY	BTH	DJB		0	F50
RY	BTH	PKU		0	F50
RY	DJB	BTH		0	F50
RY	DJB	KRC		0	F50
RY	KRC	DJB		0	F50
RY	KRC	PDG		0	F50
RY	PDG	KRC		0	F50
RY	PKN	SRG		0	F50
RY	PKU	BTH		0	F50
RY	SRG	BDO		0	F50
RY	SRG	PKN		0	F50
RY	SRG	SUB		0	F50
RY	SUB	SRG		0	F50
RZ	DRK	SJO		0	CNA
RZ	GLF	SJO		0	CNA
RZ	LIR	SJO		0	CNA
RZ	PJM	SJO		0	CNA
RZ	PMZ	SJO		0	CNA
RZ	SJO	DRK		0	CNA
RZ	SJO	GLF		0	CNA
RZ	SJO	LIR		0	CNA
RZ	SJO	PJM		0	CNA
RZ	SJO	PMZ		0	CNA
RZ	SJO	TMU		0	CNA
RZ	SJO	TNO		0	CNA
RZ	SJO	XQP		0	CNA
RZ	TMU	SJO		0	CNA
RZ	TNO	SJO		0	CNA
RZ	XQP	SJO		0	CNA
S2	AJL	CCU	*	0	AT7
S2	AJL	GAU	*	0	AT7
S2	AMD	BLR	*	0	73G
S2	AMD	BOM	*	0	738 73G 73H
S2	AMD	DEL	*	0	73G 738
S2	AMD	IDR	*	0	AT7
S2	ATQ	DEL	*	0	73G 73W AT7 73H
S2	BBI	BLR	*	0	73H
S2	BBI	BOM	*	0	73H
S2	BBI	CCU	*	0	738 AT7 73H
S2	BDQ	BOM	*	0	73H
S2	BDQ	DEL	*	0	73W AT7
S2	BDQ	VTZ	*	0	73H
S2	BHJ	BOM	*	0	73H 738
S2	BHO	BOM	*	0	73H 73G 738
S2	BHO	DEL	*	0	AT7
S2	BHO	HYD	*	0	AT7
S2	BHO	IDR	*	0	AT7
S2	BHO	RPR	*	0	AT7
S2	BHU	BOM	*	0	AT7
S2	BLR	AMD	*	0	73G
S2	BLR	BBI	*	0	73H
S2	BLR	BOM	*	0	73H 739 73G
S2	BLR	CCU	*	0	738 73G
S2	BLR	CJB	*	0	73G 73W
S2	BLR	COK	*	0	AT7 73H
S2	BLR	DEL	*	0	738 739
S2	BLR	GOI	*	0	73G 73H AT7
S2	BLR	HYD	*	0	AT7 73G
S2	BLR	IXE	*	0	73G AT7
S2	BLR	MAA	*	0	739 738 73H 73G AT7
S2	BLR	PNQ	*	0	73H 738
S2	BLR	TRV	*	0	738
S2	BLR	VTZ	*	0	73G
S2	BOM	AMD	*	0	738 73G 73H
S2	BOM	BBI	*	0	738 73H
S2	BOM	BDQ	*	0	73H
S2	BOM	BHJ	*	0	73H 738
S2	BOM	BHO	*	0	73H 738
S2	BOM	BHU	*	0	AT7
S2	BOM	BLR	*	0	73G 739 73H 738
S2	BOM	CCJ	*	0	738
S2	BOM	CCU	*	0	738 73H
S2	BOM	CJB	*	0	738 73G
S2	BOM	COK	*	0	73H 738
S2	BOM	DEL	*	0	73H 73G
S2	BOM	DIU	*	0	AT7
S2	BOM	GOI	*	0	738
S2	BOM	HYD	*	0	73H 739 738
S2	BOM	IDR	*	0	73H 73G 738
S2	BOM	IXE	*	0	738 73H
S2	BOM	IXU	*	0	73H 738
S2	BOM	JAI	*	0	73H 738
S2	BOM	LKO	*	0	73H
S2	BOM	MAA	*	0	73H 738
S2	BOM	NAG	*	0	739 73G
S2	BOM	PNQ	*	0	73H
S2	BOM	RAJ	*	0	73G
S2	BOM	RPR	*	0	738 73G
S2	BOM	TRV	*	0	73H
S2	BOM	UDR	*	0	73G AT7
S2	BOM	VTZ	*	0	73G
S2	CCJ	BOM	*	0	738
S2	CCU	AJL	*	0	AT7
S2	CCU	BBI	*	0	AT7 73H
S2	CCU	BLR	*	0	73G 738
S2	CCU	BOM	*	0	738 73H
S2	CCU	DEL	*	0	738 73H
S2	CCU	DMU	*	0	AT7
S2	CCU	GAU	*	0	738 73H
S2	CCU	IMF	*	0	AT7
S2	CCU	IXA	*	0	AT7 738
S2	CCU	IXB	*	0	738 73H
S2	CCU	IXR	*	0	AT7 73H
S2	CCU	IXS	*	0	AT7
S2	CCU	IXZ	*	0	73H
S2	CCU	JRH	*	0	738
S2	CCU	LKO	*	0	73G
S2	CCU	MAA	*	0	73H 73G
S2	CCU	PAT	*	0	73G
S2	CCU	RPR	*	0	AT7
S2	CCU	VTZ	*	0	73G
S2	CJB	BLR	*	0	AT7 73G
S2	CJB	BOM	*	0	738 73G
S2	CJB	MAA	*	0	73G AT7 73W
S2	COK	BLR	*	0	73H
S2	COK	BOM	*	0	73H 738
S2	COK	HYD	*	0	73G 738
S2	COK	MAA	*	0	73H AT7
S2	DED	DEL	*	0	AT7 73H
S2	DEL	AMD	*	0	738 73G
S2	DEL	ATQ	*	0	73G 73W AT7 73H
S2	DEL	BDQ	*	0	73W AT7
S2	DEL	BHO	*	0	AT7
S2	DEL	BLR	*	0	738 739
S2	DEL	BOM	*	0	73H 73G
S2	DEL	CCU	*	0	73H 738
S2	DEL	DED	*	0	AT7 73H
S2	DEL	GAU	*	0	73G 73H
S2	DEL	GOP	*	0	AT7
S2	DEL	HYD	*	0	73G 738
S2	DEL	IDR	*	0	738 73H 73W
S2	DEL	IXB	*	0	73H
S2	DEL	IXC	*	0	AT7 738
S2	DEL	IXJ	*	0	738
S2	DEL	IXL	*	0	73W
S2	DEL	IXR	*	0	73H
S2	DEL	JAI	*	0	73W AT7 738 73H
S2	DEL	JDH	*	0	AT7
S2	DEL	KTM	*	0	738
S2	DEL	LKO	*	0	739 738 73H 73G
S2	DEL	MAA	*	0	73H
S2	DEL	PAT	*	0	73W
S2	DEL	PNQ	*	0	73W 739
S2	DEL	RPR	*	0	738 73W
S2	DEL	SXR	*	0	73G
S2	DEL	UDR	*	0	AT7
S2	DEL	VNS	*	0	73W
S2	DIB	GAU	*	0	73G
S2	DIU	PBD	*	0	AT7
S2	DMU	CCU	*	0	AT7
S2	GAU	AJL	*	0	AT7
S2	GAU	CCU	*	0	738 73H
S2	GAU	DEL	*	0	73G 73H
S2	GAU	DIB	*	0	73G
S2	GAU	GOI	*	0	738
S2	GAU	IMF	*	0	738 AT7
S2	GAU	IXA	*	0	738
S2	GAU	IXS	*	0	AT7
S2	GAU	JRH	*	0	AT7 738
S2	GOI	BLR	*	0	73G 73H AT7
S2	GOI	BOM	*	0	738
S2	GOP	DEL	*	0	AT7
S2	HJR	VNS	*	0	73W
S2	HYD	BHO	*	0	AT7
S2	HYD	BLR	*	0	AT7 73G
S2	HYD	BOM	*	0	73H 739
S2	HYD	COK	*	0	73G 738
S2	HYD	DEL	*	0	73G 738
S2	HYD	MAA	*	0	AT7
S2	HYD	NAG	*	0	AT7
S2	HYD	PNQ	*	0	AT7
S2	HYD	RJA	*	0	AT7
S2	HYD	RPR	*	0	73G
S2	HYD	TIR	*	0	73H 738
S2	HYD	VGA	*	0	AT7
S2	HYD	VTZ	*	0	73H
S2	IDR	AMD	*	0	AT7
S2	IDR	BHO	*	0	AT7
S2	IDR	BOM	*	0	73H 73G 738
S2	IDR	DEL	*	0	738 73H 73W
S2	IDR	PNQ	*	0	73H
S2	IMF	CCU	*	0	AT7
S2	IMF	GAU	*	0	738 AT7
S2	IXA	CCU	*	0	AT7 738
S2	IXA	GAU	*	0	738
S2	IXB	CCU	*	0	738 73H
S2	IXB	DEL	*	0	73H
S2	IXC	DEL	*	0	AT7 738
S2	IXE	BLR	*	0	73G AT7
S2	IXE	BOM	*	0	73H
S2	IXJ	DEL	*	0	738
S2	IXJ	SXR	*	0	73G
S2	IXL	DEL	*	0	73W
S2	IXM	MAA	*	0	AT7
S2	IXR	CCU	*	0	AT7 73H
S2	IXR	DEL	*	0	73H
S2	IXS	CCU	*	0	AT7
S2	IXS	GAU	*	0	AT7
S2	IXU	BOM	*	0	73H 738
S2	IXU	IDR	*	0	73H
S2	IXZ	CCU	*	0	73H
S2	IXZ	MAA	*	0	73H
S2	JAI	BOM	*	0	73H 738
S2	JAI	DEL	*	0	73W AT7 738 73H
S2	JDH	DEL	*	0	AT7
S2	JRH	CCU	*	0	738
S2	JRH	GAU	*	0	AT7 738
S2	KTM	DEL	*	0	738
S2	LKO	BOM	*	0	73H
S2	LKO	DEL	*	0	739 738 73H 73G
S2	LKO	VNS	*	0	73G
S2	MAA	BLR	*	0	73G 739 73H 738 73W
S2	MAA	BOM	*	0	738
S2	MAA	CCU	*	0	73H 73G
S2	MAA	CJB	*	0	AT7 73G
S2	MAA	COK	*	0	AT7 73H
S2	MAA	DEL	*	0	73H
S2	MAA	HYD	*	0	AT7
S2	MAA	IXM	*	0	AT7
S2	MAA	IXZ	*	0	73H
S2	MAA	PNQ	*	0	73W
S2	MAA	TRV	*	0	73H
S2	MAA	TRZ	*	0	AT7
S2	MAA	VTZ	*	0	AT7
S2	NAG	BHO	*	0	73G
S2	NAG	BOM	*	0	739
S2	NAG	HYD	*	0	AT7
S2	PAT	CCU	*	0	73G
S2	PAT	DEL	*	0	73W
S2	PBD	BOM	*	0	AT7
S2	PNQ	BLR	*	0	738 73H
S2	PNQ	BOM	*	0	73H
S2	PNQ	DEL	*	0	73W 739
S2	PNQ	HYD	*	0	AT7
S2	PNQ	IDR	*	0	73H
S2	PNQ	MAA	*	0	73W
S2	RAJ	BOM	*	0	73G
S2	RJA	HYD	*	0	AT7
S2	RPR	BHO	*	0	AT7
S2	RPR	BOM	*	0	738 73G
S2	RPR	CCU	*	0	AT7
S2	RPR	DEL	*	0	738 73W
S2	RPR	HYD	*	0	73G
S2	SXR	DEL	*	0	73G
S2	SXR	IXJ	*	0	73G
S2	TIR	BOM	*	0	738
S2	TIR	HYD	*	0	73H
S2	TRV	BLR	*	0	738
S2	TRV	MAA	*	0	73H
S2	TRZ	MAA	*	0	AT7
S2	UDR	BOM	*	0	73G AT7
S2	UDR	DEL	*	0	AT7
S2	VGA	HYD	*	0	AT7
S2	VNS	CCU	*	0	73G
S2	VNS	DEL	*	0	73W
S2	VNS	HJR	*	0	73W
S2	VTZ	BLR	*	0	73G
S2	VTZ	BOM	*	0	73G
S2	VTZ	CCU	*	0	73G
S2	VTZ	HYD	*	0	73H
S2	VTZ	MAA	*	0	AT7
S3	CCS	MIA		0	767 757
S3	CCS	PTY		0	767 757
S3	CCS	TFN		0	767
S3	MIA	CCS		0	767 757
S3	PTY	CCS		0	767 757
S3	TFN	CCS		0	767
S4	AGP	LIS	*	0	BEH
S4	AMS	LIS	*	0	100 320 319
S4	ARN	FNC		0	320
S4	ARN	LIS	*	0	320
S4	ARN	PDL		0	320
S4	BCN	LIS	*	0	319 100 320 ER4
S4	BCN	OPO	*	0	ER4
S4	BIO	LIS	*	0	ER4
S4	BOS	PDL		0	313
S4	CPH	FNC		0	320
S4	CPH	LIS	*	0	320 319
S4	CPH	OPO		0	320
S4	DUB	FNC		0	320
S4	FAO	LIS	*	0	100 ER4 319 320
S4	FNC	ARN		0	320
S4	FNC	CPH		0	320
S4	FNC	DUB		0	320
S4	FNC	LIS	*	0	319 320 100 321
S4	FNC	LPA	*	0	DH4
S4	FNC	OPO	*	0	319
S4	FNC	ORY	*	0	321
S4	FNC	PDL	*	0	DH4
S4	FRA	LIS	*	0	319
S4	FRA	PDL		0	320
S4	HOR	LIS		0	320
S4	HOR	LIS	*	0	320
S4	LGW	LIS	*	0	320
S4	LGW	PDL		0	320
S4	LHR	LIS	*	0	320 319 321
S4	LIS	AGP	*	0	BEH
S4	LIS	AMS	*	0	100 320 319
S4	LIS	ARN	*	0	320
S4	LIS	BCN	*	0	100 320 319 ER4
S4	LIS	BIO	*	0	ER4
S4	LIS	CPH	*	0	319 320
S4	LIS	FAO	*	0	319 100 320 ER4 321
S4	LIS	FNC	*	0	319 100 320 321
S4	LIS	FRA	*	0	320 319 321
S4	LIS	HOR		0	320
S4	LIS	HOR	*	0	319 320
S4	LIS	LGW	*	0	320
